juror,date,winner,loser,magnitude,reasoning
L1Juror51,2025-12-20T23:09:01.201Z,ethstaker/eth-docker,dappnode/DAppNode,2,
L1Juror52,2025-12-21T19:07:24.303Z,supranational/blst,scaffold-eth/scaffold-eth-2,8,
L1Juror52,2025-12-21T19:07:36.870Z,sigp/lighthouse,flashbots/mev-boost,6,
L1Juror52,2025-12-21T19:08:18.582Z,sigp/lighthouse,supranational/blst,2,
L1Juror52,2025-12-21T19:15:58.988Z,argotorg/solidity,foundry-rs/foundry,8,
L1Juror52,2025-12-21T19:17:31.225Z,ethereum/go-ethereum,argotorg/solidity,1.5,
L1Juror53,2025-12-22T13:43:39.195Z,eth-infinitism/account-abstraction,paradigmxyz/reth,1.2,"AA is less complex than an execution client, however it has more impact as it was an original idea"
L1Juror53,2025-12-22T13:44:21.771Z,ethereum/go-ethereum,argotorg/hevm,10,
L1Juror53,2025-12-22T13:44:48.859Z,paradigmxyz/reth,ChainSafe/lodestar,1.2,
L1Juror53,2025-12-22T13:45:25.326Z,erigontech/erigon,paradigmxyz/reth,2.7,"Erigon was built without major VC funding, and was much more performant than Reth"
L1Juror53,2025-12-22T13:45:47.535Z,ethereum/EIPs,paradigmxyz/reth,10,EIPs is where its all happening
L1Juror53,2025-12-22T13:46:41.633Z,ChainSafe/lodestar,succinctlabs/op-succinct,2,"Succinct hasnt fully opensourced their multi-gpu prover network, i dont see why they should get rewarded"
L1Juror53,2025-12-22T13:47:34.097Z,DefiLlama/DefiLlama-Adapters,erigontech/erigon,10,The work that DefiLlama has done on maintaining and expanding coverage of thousands of adapters for defi protocols is nothing short of astonishing and should not be underestimated
L1Juror53,2025-12-22T13:48:16.530Z,DefiLlama/DefiLlama-Adapters,argotorg/hevm,2,"Theres many testing frameworks, but only one defillama"
L1Juror53,2025-12-22T13:48:35.039Z,ethereum/go-ethereum,paradigmxyz/reth,5,Geth is the OG
L1Juror53,2025-12-22T13:48:53.527Z,ethereum/go-ethereum,eth-infinitism/account-abstraction,10,
L1Juror54,2025-12-26T07:35:16.242Z,argotorg/solidity,lambdaclass/ethrex,50,
L1Juror54,2025-12-26T07:36:04.921Z,ethereum/go-ethereum,OffchainLabs/prysm,2,
L1Juror54,2025-12-26T07:36:25.154Z,argotorg/solidity,succinctlabs/op-succinct,10,
L1Juror54,2025-12-26T07:37:10.186Z,ethereum/EIPs,OffchainLabs/prysm,2,
L1Juror54,2025-12-26T07:37:31.962Z,flashbots/mev-boost,paradigmxyz/reth,5,
L1Juror54,2025-12-26T07:38:14.091Z,flashbots/mev-boost,succinctlabs/op-succinct,3,
L1Juror54,2025-12-26T07:38:53.831Z,ethereum/EIPs,succinctlabs/op-succinct,10,
L1Juror54,2025-12-26T07:39:19.447Z,ethereum/go-ethereum,succinctlabs/op-succinct,30,
L1Juror54,2025-12-26T07:39:35.741Z,flashbots/mev-boost,lambdaclass/ethrex,30,
L1Juror54,2025-12-26T07:39:51.194Z,ethereum/go-ethereum,flashbots/mev-boost,4,
L1Juror55,2026-01-04T05:56:38.263Z,ethereum/go-ethereum,hyperledger/besu,2.5,"Hyperledger Besu and Go Ethereum (Geth) are both popular Execution Clients that run the Ethereum blockchain, but they differ significantly in their implementation, features, and target audience"
L1Juror55,2026-01-04T06:04:06.099Z,sigp/lighthouse,argotorg/act,3,"Here is a summary of the comparison:

Lighthouse is a core consensus client that is foundational and indispensable to Ethereum's live functioning. It directly secures the chain, processes blocks, supports validators, and is crucial for network uptime, security, and client diversity. It has massive adoption, a large community, and a proven track record.

Act is a niche formal verification tool that improves smart contract correctness and security at the developer/abstract layer. While it has meaningful potential to prevent bugs, its current adoption is minimal, confined to specialized researchers and auditors, and it is not critical to the network's production infrastructure.

The conclusion is that Lighthouse's contribution dwarfs Act's in terms of immediate and critical impact, as Lighthouse carries the operational load of consensus security. The comparison assigns a 20.0x multiplier to Lighthouse to reflect this large gap between a critical piece of live infrastructure and a valuable but specialized developer tool."
L1Juror55,2026-01-04T06:06:06.674Z,ethereum/go-ethereum,Cyfrin/aderyn,1.1,
L1Juror55,2026-01-04T06:06:56.405Z,hyperledger/besu,argotorg/act,1.9,
L1Juror55,2026-01-04T06:08:27.799Z,argotorg/solidity,ethpandaops/checkpointz,13.2,Solidity = Ethereum
L1Juror55,2026-01-04T06:10:40.567Z,argotorg/act,ethereum/py_ecc,1.1,
L1Juror55,2026-01-04T06:14:45.457Z,ethereum/go-ethereum,argotorg/solidity,1.1,"A tough comparison since both are the backbone of the ethereum ecosystem. This reflects that while Geth's foundational role slightly tips the balance, both repositories are nearly equally essential to the overall operation, security, and utility of the Ethereum ecosystem."
L1Juror55,2026-01-04T06:15:22.506Z,hyperledger/besu,ethpandaops/checkpointz,1.1,
L1Juror55,2026-01-04T06:17:18.941Z,sigp/lighthouse,ethereum/py_ecc,1.1,
L1Juror55,2026-01-04T06:17:57.226Z,hyperledger/besu,ethereum/py_ecc,1.1,
L1Juror56,2026-01-05T18:19:22.108Z,argotorg/solidity,OpenZeppelin/openzeppelin-contracts,1.2,
L1Juror56,2026-01-05T18:20:53.632Z,argotorg/solidity,sigp/lighthouse,1.3,
L1Juror56,2026-01-05T18:23:43.871Z,DefiLlama/DefiLlama-Adapters,TrueBlocks/trueblocks-core,1.3,"I largely agree with the AI suggestion.  Adapters has more adoption, but the Trueblocks data querying application is very robust and fast after you get past the tough setup and scant documentation."
L1Juror56,2026-01-05T18:25:31.985Z,ethereum-lists/chains,DefiLlama/chainlist,1.3,
L1Juror56,2026-01-05T18:36:48.734Z,OpenZeppelin/openzeppelin-contracts,ethereum-lists/chains,5,OZ's standardized contracts are great for beginners to get involved in deployment without worrying so much about the security of the contract.  This drastically lowers the barrier to entry.
L1Juror56,2026-01-05T18:37:18.686Z,argotorg/solidity,DefiLlama/DefiLlama-Adapters,5,
L1Juror56,2026-01-05T18:38:06.204Z,scaffold-eth/scaffold-eth-2,DefiLlama/DefiLlama-Adapters,2,
L1Juror56,2026-01-05T18:40:08.914Z,sigp/lighthouse,DefiLlama/chainlist,4,
L1Juror56,2026-01-05T18:44:27.639Z,safe-global/safe-smart-account,deepfunding/dependency-graph,10,"As much as I love the deep funding initiative, the safe contract repo powers Safes on eth and those are used by all the reputable projects and hold millions of dollars."
L1Juror56,2026-01-05T19:44:19.428Z,OpenZeppelin/openzeppelin-contracts,deepfunding/dependency-graph,7,
L1Juror57,2026-01-08T18:36:03.463Z,ethereum/EIPs,argotorg/solidity,6,Eips define how eth itself evolves while solidity is a language built on top of those rules so eips have higher impact.
L1Juror57,2026-01-08T18:37:44.247Z,ethereum/go-ethereum,ChainSafe/lodestar,5,Geth is widely used execution client. Lodestar is newer
L1Juror57,2026-01-08T18:42:49.959Z,ethereum/go-ethereum,argotorg/fe,8,Geth is core repo. Fe is a new experimental language with very low adoption
L1Juror57,2026-01-08T18:50:28.717Z,wevm/viem,ethers-io/ethers.js,2,viem is modern. ether.js is widely used but lack innovation
L1Juror57,2026-01-08T18:53:20.302Z,ethstaker/eth-docker,ethpandaops/checkpointz,4,Eth docker is widely used tool for node running
L1Juror57,2026-01-08T18:57:06.223Z,ChainSafe/lodestar,ethpandaops/checkpointz,6,Lodestar is a consensus client which seems very useful than checkpointz
L1Juror57,2026-01-08T18:58:32.456Z,DefiLlama/chainlist,argotorg/fe,5,Chainlist is widely used by developers and fe is just an early language
L1Juror57,2026-01-08T18:59:56.277Z,DefiLlama/chainlist,ethpandaops/checkpointz,3,Chainlist is very popular and useful than checkpointz
L1Juror57,2026-01-08T19:02:28.214Z,argotorg/solidity,argotorg/fe,7,Solidity is used by most of the devs and Fe is new language with with lmited adoption
L1Juror57,2026-01-08T19:05:45.601Z,ethereum/go-ethereum,argotorg/solidity,4,Geth is the core infra in eth ecosystem
L1Juror58,2026-01-08T19:40:40.346Z,flashbots/rbuilder,LFDT-web3j/web3j,3,"No hate to the java folks but decentralization is why they wanted to build here first. 
Without the work of flashbot, we would not have good distributed block builder designs.

Also i d would be confident to state that the web3js will receive more contributions and indirect funding through private companies building their products there and financing full tim developpers."
L1Juror58,2026-01-08T19:50:39.656Z,ethereum/EIPs,l2beat/l2beat,5,"Hard to compare. 
EIP devs are just so important.

Would also need more numbers regarding the current good/bad funding of EIPs - how many abandonned projects etc..
"
L1Juror58,2026-01-08T20:03:41.917Z,NethermindEth/nethermind,flashbots/rbuilder,3,client devs need more secure funding sources than the mev folks i d say
L1Juror58,2026-01-08T20:09:47.903Z,risc0/risc0-ethereum,l2beat/l2beat,2,It needs more consequent funding 
L1Juror58,2026-01-08T20:11:01.882Z,flashbots/mev-boost,remix-project-org/remix-project,2,decentralization > dev tooling
L1Juror58,2026-01-08T20:11:43.935Z,NethermindEth/nethermind,LFDT-web3j/web3j,3,needs more funding 
L1Juror58,2026-01-08T20:14:50.395Z,l2beat/l2beat,remix-project-org/remix-project,5,remix does not need a lot of funding right? 
L1Juror58,2026-01-08T20:18:00.507Z,flashbots/rbuilder,flashbots/mev-boost,3,Innovation will cost more than  mature tech
L1Juror58,2026-01-08T20:18:34.631Z,NethermindEth/nethermind,flashbots/mev-boost,4,
L1Juror58,2026-01-08T20:21:39.877Z,risc0/risc0-ethereum,flashbots/rbuilder,1.1,"it needs more funding but i really don t know between these two.
discard"
L1Juror59,2026-01-10T10:03:02.413Z,ethereum/execution-apis,Nethereum/Nethereum,5,Because C# Client for ethereum is not in useful because there are better alternatives in other languages. But execution-apis  has no alternative and is a foundational piece of work that form the base for other valueable projects.
L1Juror59,2026-01-10T10:04:23.209Z,argotorg/solidity,ethereum/execution-apis,3,"Solidity is the back bone of DeFi which bring most of the transactions and TVL to ethereum. Hence on pure monetary value, solidity gives more to ethereum"
L1Juror59,2026-01-10T10:10:09.352Z,ethereum/execution-apis,libp2p/libp2p,1.5,Libp2p gives value on the network layer immensely but execution-apis is specificaly to give value to ethereum. So on that basis it is nearly equal value but not equal (i.e at 1.5x).
L1Juror59,2026-01-10T10:10:48.162Z,argotorg/solidity,NomicFoundation/hardhat,5,"There is no hardhat without solidity, not the other way around. Plus there is alot of hardhat alternatives but little solidity alternative."
L1Juror59,2026-01-10T10:11:37.450Z,argotorg/solidity,Nethereum/Nethereum,5,Nethereum is replacable but solidity has a brand value and alot of TVL protocol rely on it.
L1Juror59,2026-01-10T10:12:59.027Z,NomicFoundation/hardhat,dappnode/DAppNode,5,Dappnode is a data platform but hardhat gives a dev enviroment which creates more value in ethereum just based off popular companies who are already using hardhat as their go to solidity dev environment.
L1Juror59,2026-01-10T10:18:55.783Z,Nethereum/Nethereum,blockscout/blockscout,1,I believe both to some extent are targeting a niche. Nethereum that of C# enterprise focused devs and blockscout is catering to those looking for etherscan alternative. 
L1Juror59,2026-01-10T10:19:24.079Z,hyperledger/besu,Nethereum/Nethereum,2,Just based on the industry adoption. Besu leads far more than Nethereum
L1Juror59,2026-01-10T10:20:52.656Z,argotorg/solidity,ipsilon/evmone,7,Solidity adoption and value captured out paces significantly to that of evmone.
L1Juror59,2026-01-10T10:27:01.022Z,libp2p/libp2p,blockscout/blockscout,2,Libp2p is still powering important ethereum protocols and its low replaceability factor gives it higher points. 
L1Juror60,2026-01-10T17:31:22.942Z,wevm/viem,ethers-io/ethers.js,5,Amazing DX. Probably the project that makes Ethereum easily accessible. Ethereum DX would have been at least 5 times worse without it. Works seamlessly on both the web and mobile (React Native).
L1Juror60,2026-01-10T17:33:09.815Z,ethereum/EIPs,ethers-io/ethers.js,1.1,A database with all of Ethereum's capabilities is very valuable.
L1Juror60,2026-01-10T17:35:40.628Z,ethereum/go-ethereum,ethers-io/ethers.js,2,"Without clients ""running"" the network, projects like ethers or viem do not matter."
L1Juror60,2026-01-10T17:36:47.532Z,ethereum/EIPs,ethereum-lists/chains,10,
L1Juror60,2026-01-10T17:37:32.905Z,ethereum/go-ethereum,protofire/solhint,11,
L1Juror60,2026-01-10T17:38:52.347Z,ethereum/go-ethereum,ethereum/EIPs,2,"Both are very valuable, but I pick Geth because clients are fundamental to Ethereum"
L1Juror60,2026-01-10T17:41:05.119Z,DefiLlama/chainlist,ethereum-lists/chains,5,Chainlist is my go-to place. I deeply appreciate their RPC privacy categorisation.
L1Juror60,2026-01-10T17:42:19.197Z,OpenZeppelin/openzeppelin-contracts,ethereum/EIPs,1.5,"Both are very valuable, but Open Zeppelin contracts make Solidity's DX much better."
L1Juror60,2026-01-10T17:43:11.181Z,ethers-io/ethers.js,DefiLlama/chainlist,7,EtherJS is crucial for interacting with the chain.
L1Juror60,2026-01-10T17:43:22.386Z,ethereum/EIPs,DefiLlama/chainlist,8,
L1Juror50,2026-01-10T22:15:19.786Z,flashbots/rbuilder,flashbots/mev-boost-relay,1.1,
L1Juror50,2026-01-10T22:15:28.938Z,ethereum/go-ethereum,flashbots/rbuilder,1.1,
L1Juror50,2026-01-10T22:16:38.052Z,sigp/lighthouse,flashbots/mev-boost,1.1,consensus client > block building market midware 
L1Juror50,2026-01-10T22:17:04.886Z,libp2p/libp2p,flashbots/mev-boost-relay,2,framework beats it all
L1Juror50,2026-01-10T22:17:17.631Z,libp2p/libp2p,ethereum/go-ethereum,2,
L1Juror50,2026-01-10T22:17:33.078Z,a16z/helios,aestus-relay/mev-boost-relay,2,
L1Juror50,2026-01-10T22:19:26.845Z,flashbots/mev-boost,flashbots/mev-boost-relay,1.1,
L1Juror62,2026-01-13T06:26:02.563Z,ethereum/go-ethereum,flashbots/mev-boost-relay,5,
L1Juror61,2026-01-22T15:18:58.870Z,foundry-rs/foundry,ethereum/go-ethereum,1.2,Geth has been around awhile and was the client of choice for many years but it's impact has faded. Foundry is very good developer tooling.
L1Juror61,2026-01-22T15:20:01.322Z,ethereum/EIPs,ethereum/go-ethereum,1.1,Past importance would go to Geth but the EIP structure is critical and evergreen.
L1Juror61,2026-01-22T15:21:27.849Z,ethereum/EIPs,swiss-knife-xyz/swiss-knife,30,Swiss knife is a handy set of tools but could never be compared to the EIP process.
L1Juror61,2026-01-22T15:22:38.092Z,OpenZeppelin/openzeppelin-contracts,ethereum/go-ethereum,5,The ability for developers to pull audited contracts off the shelf is too great to measure. Geth has waned in it's signifigance to the ecosystem.
L1Juror61,2026-01-22T15:23:43.157Z,flashbots/mev-boost,flashbots/rbuilder,3,I agree with the AI on this one. mev boost is more significant of a contribution.
L1Juror61,2026-01-22T15:24:01.777Z,ethereum/go-ethereum,swiss-knife-xyz/swiss-knife,25,
L1Juror61,2026-01-22T15:24:15.243Z,NomicFoundation/hardhat,flashbots/rbuilder,8,
L1Juror61,2026-01-22T15:24:25.677Z,ethereum/consensus-specs,flashbots/mev-boost,2,
L1Juror61,2026-01-22T15:24:36.048Z,NomicFoundation/hardhat,flashbots/mev-boost,4,
L1Juror61,2026-01-22T15:24:44.946Z,OpenZeppelin/openzeppelin-contracts,flashbots/mev-boost,4,
L1Juror5,2026-08-17T08:59:52.830Z,flashbots/rbuilder,deepfunding/dependency-graph,10.1,
L1Juror5,2026-08-17T09:00:07.763Z,grandinetech/grandine,deepfunding/dependency-graph,5,
L1Juror5,2026-08-17T09:00:46.887Z,holiman/goevmlab,grandinetech/grandine,20,Goevmlab has been instrumental in finding a lot of security and consensus issues in clients.
L1Juror5,2026-08-17T09:01:00.909Z,ethereum/go-ethereum,argotorg/solidity,1.5,
L1Juror5,2026-08-17T09:01:14.003Z,flashbots/rbuilder,ethstaker/eth-docker,1.2,
L1Juror5,2026-08-17T09:01:28.919Z,ethereum/go-ethereum,OffchainLabs/prysm,2,
L1Juror5,2026-08-17T09:01:38.873Z,OffchainLabs/prysm,erigontech/erigon,1.5,
L1Juror5,2026-08-17T09:01:51.604Z,OffchainLabs/prysm,holiman/goevmlab,1.2,
L1Juror5,2026-08-17T09:01:58.671Z,OffchainLabs/prysm,grandinetech/grandine,10,
L1Juror5,2026-08-17T09:02:08.118Z,OffchainLabs/prysm,LFDT-web3j/web3j,5,
L1Juror43,2026-02-03T19:38:22.546Z,ethereum/go-ethereum,deepfunding/dependency-graph,75,go ethereum is one of the first implementations and probably most used execution client of Ethereum protocol
L1Juror43,2026-02-03T19:38:54.052Z,paradigmxyz/reth,succinctlabs/rsp,40,reth is much more valuable as it is Ethereum execution client implementation and its codebase/SDK used throughout the ecosystem
L1Juror43,2026-02-03T19:43:18.018Z,paradigmxyz/reth,edb-rs/edb,10,"edb is very useful project, but not as much used by others and important as reth"
L1Juror43,2026-02-03T19:44:30.182Z,ethereum/go-ethereum,lambdaclass/lambdaworks,20,"at the moment go ethereum much more important as it execution client, but lambdaworks could be important due to cryptographic primitives in the future as etheruem transitions to zkvms"
L1Juror43,2026-02-03T19:45:26.888Z,ethereum/go-ethereum,lambdaclass/ethrex,5,"go etheruem more valuable due to being present for several years and used a lot on mainnet, but ethrex also very valuable as it is new execution client and good for client diversity and show new execution clietns can be created from scratch"
L1Juror43,2026-02-03T19:46:00.106Z,ethereum/go-ethereum,sigp/lighthouse,1,"I would say the are equally valuable for the Ethereum, one of most used execution and consensus clients"
L1Juror43,2026-02-03T19:47:16.221Z,sigp/lighthouse,edb-rs/edb,20,lighthouse more valuable due to being consensus client
L1Juror43,2026-02-03T19:47:49.850Z,ethereum/execution-apis,succinctlabs/rsp,30,execution apis define the APIs that are much needed for Ethereum protocol and very valuable for all execution clients
L1Juror43,2026-02-03T19:48:26.024Z,ethereum/execution-apis,deepfunding/dependency-graph,15,execution apis repo very valuable due to defining exection APIs for all execution clients and Ethereum protocol
L1Juror43,2026-02-03T19:49:14.042Z,ethereum/consensus-specs,succinctlabs/rsp,20,"consensus specs repo much more valuable due to defining the core aspect of Ethereum protocol for all consensus clients, probably one of the most valuable repos"
L1Juror82,2026-08-25T00:03:01.830Z,ethereum/consensus-specs,ethereum/go-ethereum,1.3,"Treating consensus layer & execution layer equally as important.

Assuming consensus specs is 50% of the value of the consensus layer in ensuring that consensus clients don't break consensus.

Geth had 43% validator share (https://clientdiversity.org/#distribution).  Rounding up for historical value, it would be 50% of execution layer clients.  Assuming EELs is 25% value, then 50% x 75% = 37.5% for Geth at execution layer.

Which would make consensus specs 50%/37.5%=1.333 as valuable as Geth

  "
L1Juror82,2026-08-25T00:14:53.964Z,foundry-rs/foundry,ethereum/EIPs,2.4,"Assuming protocol and application layer are equally important.

EIPs are how consensus changes are proposed and documented for execution & consensus layer.  5% of the value of the protocol layer.

Dev tooling has languages, client libraries, framework & dev environment and standardisation tooling.  Assuming this is 80% of the value of the application layer, each at 20%.

Foundry had 57% market share (https://www.soliditylang.org/blog/2026/04/15/solidity-developer-survey-2025-results/).  Rounding up to 60% as likely has increased. (previously jumped from 51% to 57%).

Foundry is 60% x 20% (dev frameworks) = 12% of application layer

12% vs 5% makes Foundry 2.4x"
L1Juror82,2026-08-25T00:20:27.816Z,ethereum/consensus-specs,foundry-rs/foundry,2.1,"Assuming protocol and application layer are equally important.

Treating consensus layer & execution layer equally as important.

Assuming consensus specs is 50% of the value of the consensus layer in ensuring that consensus clients don't break consensus.

Foundry had 57% market share (https://www.soliditylang.org/blog/2026/04/15/solidity-developer-survey-2025-results/).  Rounding up to 60% as likely has increased. (previously jumped from 51% to 57%).

Foundry is 60% x 20% (dev frameworks) = 12% of application layer

Consensus specs is 50% x 50% (consensus layer) = 25% of protocol layer

25% vs 12% makes consensus specs 2.1x"
L1Juror82,2026-08-25T00:41:30.860Z,foundry-rs/foundry,argotorg/sourcify,3,"Dev tooling has languages, client libraries, framework & dev environment and standardisation tooling.  Assuming this is 80% of the value of the application layer, each at 20%.

Foundry had 57% market share (https://www.soliditylang.org/blog/2026/04/15/solidity-developer-survey-2025-results/).  Rounding up to 60% as likely has increased. (previously jumped from 51% to 57%).

Foundry is 60% x 20% (dev frameworks) = 12% of application layer

Assuming Etherscan has 80% of the market, then Sourcify provides 20% value.

Sourcify 20% x 20% (standardisation tooling) = 4% of application layer

12% vs 4% makes Foundry 3x"
L1Juror82,2026-08-25T00:54:27.134Z,foundry-rs/foundry,deepfunding/dependency-graph,24,"Dev tooling has languages, client libraries, framework & dev environment and standardisation tooling.  Assuming this is 80% of the value of the application layer, each at 20%.

Foundry had 57% market share (https://www.soliditylang.org/blog/2026/04/15/solidity-developer-survey-2025-results/).  Rounding up to 60% as likely has increased. (previously jumped from 51% to 57%).

Foundry is 60% x 20% (dev frameworks) = 12% of application layer

Deep Funding dependency graph is likely to become more valuable over time as we see more funding directed via this mechanism.  Current value is likely less than 0.5% of application layer.

12% vs 0.5% makes Foundry 24x"
L1Juror82,2026-08-25T00:58:51.591Z,ethereum/go-ethereum,argotorg/sourcify,4.7,"Assuming protocol and application layer are equally important.

Treating consensus layer & execution layer equally as important.

Geth had 43% validator share (https://clientdiversity.org/#distribution).  Rounding up for historical value, it would be 50% of execution layer clients.  Assuming EELs is 25% value, then 50% x 75% = 37.5% for Geth at execution layer and 18.75% at protocol layer.

Dev tooling has languages, client libraries, framework & dev environment and standardisation tooling.  Assuming this is 80% of the value of the application layer, each at 20%.

Assuming Etherscan has 80% of the market, then Sourcify provides 20% value.

Sourcify 20% x 20% (standardisation tooling) = 4% of application layer

18.75% vs 4% makes Geth 4.7x

"
L1Juror82,2026-08-25T01:17:03.778Z,argotorg/solidity,OpenZeppelin/openzeppelin-contracts,2.3,"Dev tooling has languages, client libraries, framework & dev environment and standardisation tooling.  Assuming this is 80% of the value of the application layer, each at 20%.

Assume Solidity has 90% market share (9% of devs in Solidity survey used Vyper https://www.soliditylang.org/survey-2025/).  
Solidity is 90% x 20% (languages) = 18% of application layer.

Assume Solidity contract libraries is 10% of the application layer, with OZ having 80% of this = 8% of application layer.

18% vs 8% makes Solidity 2.25x (round up to 2.3x)"
L1Juror82,2026-08-25T04:14:42.016Z,foundry-rs/foundry,hyperledger/besu,3.2,"Assuming protocol and application layer are equally important.

Treating consensus layer & execution layer equally as important.

Dev tooling has languages, client libraries, framework & dev environment and standardisation tooling.  Assuming this is 80% of the value of the application layer, each at 20%.

Foundry had 57% market share (https://www.soliditylang.org/blog/2026/04/15/solidity-developer-survey-2025-results/).  Rounding up to 60% as likely has increased. (previously jumped from 51% to 57%).

Foundry is 60% x 20% (dev frameworks) = 12% of application layer

Besu had 8% validator share (https://clientdiversity.org/#distribution).  Rounding up for client diversity value, it would be 10% of execution layer clients.  Assuming EELs is 25% value, then 10% x 75% = 7.5% for Besu at execution layer.
7.5% x 50% (execution layer) = 3.75%

12% vs 3.75% makes Foundry 3.2x"
L1Juror82,2026-08-25T04:17:31.929Z,ethereum/go-ethereum,hyperledger/besu,5,"Treating consensus layer & execution layer equally as important.

Geth had 43% validator share (https://clientdiversity.org/#distribution).  Rounding up for historical value, it would be 50% of execution layer clients.  Assuming EELs is 25% value, then 50% x 75% = 37.5% for Geth at execution layer and 18.75% at protocol layer.

Besu had 8% validator share (https://clientdiversity.org/#distribution).  Rounding up for client diversity value, it would be 10% of execution layer clients.  Assuming EELs is 25% value, then 10% x 75% = 7.5% for Besu at execution layer.
7.5% x 50% (execution layer) = 3.75% at protocol layer.

18.75% vs 3.75% makes Geth 5x"
L1Juror82,2026-08-25T04:21:02.310Z,foundry-rs/foundry,OpenZeppelin/openzeppelin-contracts,1.5,"Dev tooling has languages, client libraries, framework & dev environment and standardisation tooling.  Assuming this is 80% of the value of the application layer, each at 20%.

Foundry had 57% market share (https://www.soliditylang.org/blog/2026/04/15/solidity-developer-survey-2025-results/).  Rounding up to 60% as likely has increased. (previously jumped from 51% to 57%).

Foundry is 60% x 20% (dev frameworks) = 12% of application layer

Assume Solidity contract libraries is 10% of the application layer, with OZ having 80% of this = 8% of application layer.

12% vs 8% makes Foundry 1.5x"
L1Juror43,2025-09-28T20:53:35.705Z,openzeppelin/openzeppelin-contracts,eth-infinitism/account-abstraction,3.5,"The OpenZeppelin Contracts library provides interfaces and implementations for nearly all widely adopted standards in the Ethereum ecosystem. It has become an essential building block, actively relied upon in the vast majority of deployed smart contracts to some degree.
 

 While account abstraction—particularly through the ERC-4337 standard—is gaining momentum and shaping the next wave of adoption, the OpenZeppelin repository deserves far greater recognition. At the time of writing, its role remains much more foundational: it underpins the security, interoperability, and reliability of the entire smart contract landscape. In short, without OpenZeppelin’s contributions, the current state of Ethereum’s application layer would look very different."
L1Juror43,2025-09-29T06:09:56.042Z,prysmaticlabs/prysm,erigontech/silkworm,4,"prysm is the active Ethereum consensus layer implementation that is being widely used by the validators, while slikworm is not so actively developed and used. Both provide important insights, but prysm is much more important to the Ethereum."
L1Juror21,2025-09-30T16:56:56.006Z,a16z/helios,argotorg/fe,3,These are very different things but I view Helios as closer to raw infrastructure and therefore gets a credit multiplier for the type difference. Helios is a light client. It reduces centralized trust on rpc endpoints. fe is an alternative to Solidity and Vyper. I don't have stats but I've never encountered a smart contract written in fe which does make me underrate fe even more.
L1Juror21,2025-09-30T17:00:20.450Z,ethpandaops/ethereum-package,scaffold-eth/scaffold-eth-2,1.5,"Both of these are developer aid tools. Scaffold is closer to the IDE, ethereum-package is closer to something like a docker-compose of various components of a dev net. I don't view one of these as more core infrastructure than the other so I'm rating based on Github stats. Ethereum package clearly has more commits but scaffold seems to have far more impact judging by stars, watching, and fork count."
L1Juror21,2025-09-30T17:05:32.442Z,vyperlang/vyper,lambdaclass/lambda_ethereum_consensus,5,"LambdaClass is an Ethereum consensus client which makes it about as core infra as you can get so it starts at a 3x multiplier for me over app-layer tools. That said, this is not anywhere close to the highest consensus client and there is a decreasing return on impact beyond about 5 clients and we are talking about a decently well utilized EVM smart contract language. By git stats Vyper has 6x the commits, 50x the stars, 20x the watchers, and 20x the forks. That has to count for more than just being a client so I'm rating this one in Vyper's favor due to obvious differences in adoption."
L1Juror21,2025-09-30T17:09:00.023Z,wevm/viem,ethpandaops/checkpointz,5,"Viem is the Typescript library for interacting with Ethereum rpc. Checkpointz is a utility to help nodes sync faster. I consider checkpointz as closer to core infrastructure so it gets a small type boost but Viem has far more adoption and work. It has 10x the git commits, 20x the stars, 5x the watchers, and 30x the forks."
L1Juror21,2025-09-30T17:12:04.106Z,ethereum/go-ethereum,alloy-rs/alloy,100,Geth is the largest execution client. As an execution client it starts with a type bonus for its credit multiplier of 3x. On top of that it is the *largest* execution client by adoption. Outside of Lighthouse there's nothing that deserves more funding than this.
L1Juror44,2025-10-01T19:10:30.310Z,ethereum/consensus-specs,sigp/lighthouse,3,Consensus specs are necessary for clients to all stay in sync and for our awesome pandaops shit to get done. There are multiple CL clients such as lighthouse so if it disappeared tomorrow we would have others to pick up the slack. The multiplier is only 3x because lighthouse is such a large percentage of the CL clients in use so it is vital.
L1Juror44,2025-10-01T19:13:56.492Z,nethermindeth/nethermind,consensys/teku,10,"Nethermind supports more networks and niche features. It is more performant than Teku due to Teku being written in Java and being a newer client. If we take away the other stuff for other chains or enterprises that either nethermind or teku do, we can see that nethermind is more widely in Ethereum than Teku. 10x multiplier represents nethermind's client innovating more with more market share and performance than Teku."
L1Juror44,2025-10-01T19:18:23.405Z,prysmaticlabs/prysm,a16z/helios,20,"Helios aims to solve specific infrastructure and RPC authenticity issues that plague Ethereum. It's a light client rather than a full client like Prysm. Prysm has been around for a long time and shown itself to be one of the most popular Eth2 technologies. Because of it's outsized share of client usage, Prysm is 20x more important to keep around compared to Helios that is focused on a niche issue in the ecosystem in the light client space."
L1Juror44,2025-10-01T19:26:13.453Z,hyperledger/besu,argotorg/hevm,20,"Besu is an important project for enterprises wanting to use Ethereum due to it's Apache 2.0 licensing and Java usage which enterprise's still like. hevm is important for symbolic execution testing, but is much more niche than Besu which is a long standing, albeit lower performance, EL client. 20x more important because Besu secures the network and is more used than hevm."
